title_clean,company_clean,location_clean,desc_length,word_count,is_remote,has_contract_info,has_experience_info,has_education_info,has_salary_info,final_category
business developer closer – expert(e) du closing commercial,weclose,casablanca,379,55,0,0,0,0,0,IT_DEVELOPPEMENT
business developer – spécialiste du closing (weclose),weclose,casablanca,321,46,0,0,0,0,0,IT_DEVELOPPEMENT
business developer senior – expert du closing commercial,weclose,casablanca,369,52,0,0,1,0,0,IT_DEVELOPPEMENT
commercial(e) inside sales – full closing,weclose,casablanca,318,42,0,0,0,0,0,COMMERCIAL_VENTE
equipier polyvalent,palais jamaï,fes,334,42,0,0,0,0,0,SPECIAL_AUTRES
femme / valet de chambre,palais jamaï,fes,353,53,0,0,0,0,0,SPECIAL_AUTRES
chargé paie,palais jamaï,fes,433,64,0,0,1,1,1,DATA_IA
comptable,stop distribution,casablanca,422,54,0,0,1,0,0,COMPTABILITE_FINANCE
remote qa-analist – logistiek,foundever (ex sitel group),casablanca,360,45,1,0,0,0,0,SPECIAL_AUTRES
ingénieur système linux,sofrecom maroc,maroc,391,52,0,0,1,1,0,INGENIERIE
consultant crm,intelcia its,casablanca,403,57,0,0,1,0,0,SPECIAL_AUTRES
comptable junior (h/f),pwc,casablanca,415,53,0,0,1,1,0,COMPTABILITE_FINANCE
comptable confirmé (h/f),pwc,casablanca,302,44,0,0,1,1,0,COMPTABILITE_FINANCE
agent de trésorerie (h/f),pwc,casablanca,321,45,0,0,1,1,0,COMPTABILITE_FINANCE
coordinator of the um6p international student office,um6p - université mohammed vi polytechnique,maroc,495,55,0,0,0,1,0,SPECIAL_AUTRES
développeurs um6p student affairs,um6p - université mohammed vi polytechnique,maroc,406,51,0,0,0,1,0,IT_DEVELOPPEMENT
bibliothécaire,non spécifié,sale,402,50,0,0,0,1,0,DATA_IA
project manager,um6p - université mohammed vi polytechnique,maroc,472,69,0,0,1,1,0,MANAGEMENT_DIRECTION
responsable du budget - (h/f),huir - l''hôpital universitaire international de rabat,rabat,423,58,0,0,1,0,0,MANAGEMENT_DIRECTION
manager de rayon epicerie / biscuiterie,groupe label''vie - carrefour,tanger,387,55,0,0,0,1,0,DATA_IA
directeur administratif et financier (h/f),non spécifié,casablanca,448,66,0,0,0,1,0,ADMINISTRATIF_SUPPORT
chef de culture,groupe azura,maroc,436,68,0,0,0,1,0,MANAGEMENT_DIRECTION
ingenieur(e) production,manpower agences,casablanca,452,61,0,0,1,1,0,IT_DEVELOPPEMENT
commercial - chargé d''affaire,distamed sarl,casablanca,449,60,0,0,0,1,0,DATA_IA
responsable maintenance,best biscuits maroc,maroc,416,51,0,0,1,1,0,DATA_IA
vendeur / commercial grossistes,lesieur cristal,casablanca,462,60,0,0,0,0,0,COMMERCIAL_VENTE
stagiaire en recrutement,mcdonald''s maroc,casablanca,390,49,0,0,0,1,0,DATA_IA
manager h/f,mcdonald''s maroc,rabat,418,60,0,0,0,1,0,MANAGEMENT_DIRECTION
conseiller commercial en assurance (auto / décennale),zenassur,kenitra,363,46,0,0,1,0,0,COMMERCIAL_VENTE
gestionnaire clientèle (h/f),attijariwafa bank,casablanca,417,51,0,0,0,1,0,DATA_IA
klantendienstmedewerker – leider in belgische telecommunicatie,foundever (ex sitel group),rabat,333,44,0,0,0,0,0,TELECOM_RESEAUX
"jobaanbieding: customer support representative – logistics (nederlands sprekend, 100% remote)",foundever (ex sitel group),casablanca,367,49,1,0,0,0,0,DATA_IA
directeur administratif et financier ( automobile),non spécifié,meknes,436,57,0,0,0,1,0,DATA_IA
people operations,cnexia,rabat,304,46,0,0,0,1,0,SPECIAL_AUTRES
stage pré-embauche - chargé(e) de recrutement,alten maroc,rabat,350,44,0,1,1,1,0,SPECIAL_AUTRES
laborantin,lesieur cristal,casablanca,331,45,0,0,0,1,0,SPECIAL_AUTRES
technicien simulateur,atlas multiservices,casablanca,426,52,0,0,0,1,0,PRODUCTION_INDUSTRIE
ingénieur intégration / eai (h/f),huir - l''hôpital universitaire international de rabat,rabat,388,53,0,0,0,1,0,IT_DEVELOPPEMENT
chargé clientèle ( fés),manpower agences,fes,317,42,0,0,1,1,1,SPECIAL_AUTRES
senior ai engineer,alten maroc,rabat,371,55,0,0,1,1,0,IT_DEVELOPPEMENT
ingénieur devops (f/h),sofrecom maroc,maroc,379,50,0,0,0,1,0,IT_DEVELOPPEMENT
stagiaire pfe – epm oracle,afd.tech,rabat,332,43,0,0,0,1,0,DATA_IA
directeur général - hôtel 5 étoiles,non spécifié,tanger,418,58,0,0,1,0,0,MANAGEMENT_DIRECTION
responsable valeurs & bien-être,non spécifié,maroc,391,52,0,0,0,0,0,DATA_IA
chargé de portefeuille,fondation arrawaj,casablanca,392,57,0,0,0,1,0,SPECIAL_AUTRES
agent technique back office (automobile),cac (centrale automobile chérifienne),casablanca,335,46,0,0,0,1,0,DATA_IA
stages,groupe addoha,casablanca,334,50,0,1,1,0,0,SPECIAL_AUTRES
collaborateur magasin - part time contract - rabat,ikea maroc,rabat,422,56,0,0,0,1,0,SPECIAL_AUTRES
assistante administrative,hp search,casablanca,365,47,0,0,0,1,0,ADMINISTRATIF_SUPPORT
chargé de formation junior (h/f),crit,casablanca,373,50,0,0,1,1,0,RESSOURCES_HUMAINES
support technique imprimantes hp - hp printer - customer support,sol30,casablanca,331,48,0,0,0,0,0,SPECIAL_AUTRES
communication coordinator,um6p - université mohammed vi polytechnique,maroc,532,67,0,0,0,1,0,MARKETING_COM
support it desk neerlandophone,bouygues construction it,casablanca,507,68,0,0,1,1,0,SPECIAL_AUTRES
attaché(e) de direction et coordination senior,xcdm maroc,marrakech,368,49,0,0,1,1,0,SPECIAL_AUTRES
comptable,non spécifié,casablanca,413,60,0,0,0,1,0,COMPTABILITE_FINANCE
systems administrator,cnexia tech,maroc,395,50,0,0,1,0,0,SPECIAL_AUTRES
gestionnaire des flux et stocks (h-f),sorec,sale,459,68,0,0,0,1,0,DATA_IA
responsable souscription et recouvrement,cat assurance et réassurance,casablanca,359,48,0,0,0,1,0,MANAGEMENT_DIRECTION
responsable souscription et recouvrement,cat assurance et réassurance,casablanca,378,54,0,0,0,1,0,MANAGEMENT_DIRECTION
commercial automobile,crit,casablanca,340,48,0,0,1,1,0,DATA_IA
chargé(e) d’opérations remdoc import/export (h/f),attijariwafa bank,casablanca,387,47,0,0,0,1,0,SPECIAL_AUTRES
chargé(e) d’opérations crédoc import/export (h/f),attijariwafa bank,casablanca,477,59,0,0,0,1,0,SPECIAL_AUTRES
talent acquisition,pwc,casablanca,349,47,0,0,1,1,0,RESSOURCES_HUMAINES
chargé (e) d’insertion,leet initiative,safi,386,48,0,0,0,0,0,SPECIAL_AUTRES
chargé du marketing digital (h/f),sorec,rabat,383,52,0,0,0,1,0,MARKETING_COM
chargé(e) de recrutement et d’intégration,foundever (ex sitel group),casablanca,443,58,0,0,1,1,0,SPECIAL_AUTRES
comptable junior - maarif,atlas capital,casablanca,323,44,0,0,1,1,0,COMPTABILITE_FINANCE
conseiller commercial en métier de la vente,unifitel,casablanca,331,43,0,0,0,1,0,COMMERCIAL_VENTE
hrbp generalist,foundever (ex sitel group),casablanca,490,74,0,0,0,0,0,RESSOURCES_HUMAINES
hrpb manager,foundever (ex sitel group),casablanca,411,59,0,0,1,1,0,RESSOURCES_HUMAINES
réalisateur (h/f),sorec,rabat,474,64,0,0,0,1,0,SPECIAL_AUTRES
chargé de portefeuille,fondation arrawaj,tanger,373,53,0,0,0,1,0,SPECIAL_AUTRES
responsable compliance et éthique,groupe label''vie - carrefour,maroc,460,64,0,0,1,0,0,MANAGEMENT_DIRECTION
responsable centre commercial,groupe label''vie - carrefour,casablanca,392,52,0,0,0,1,0,COMMERCIAL_VENTE
chef de département exploitation multisite,groupe label''vie - carrefour,casablanca,418,54,0,0,0,1,0,MANAGEMENT_DIRECTION
responsable ventes grand compte (h/f),cac (centrale automobile chérifienne),casablanca,377,49,0,0,0,1,0,COMMERCIAL_VENTE
conseiller(e) commercial(e) immobilier - casablanca,imaraq trading,casablanca,417,54,0,0,1,1,0,DATA_IA
technico-commercial terrain - secteur bâtiment / distribution (h/f),imaraq trading,casablanca,366,47,0,0,1,1,0,DATA_IA
vendeuse dans une chocolaterie (f),imaraq trading,casablanca,396,56,0,0,1,1,0,SPECIAL_AUTRES
chargé(e) du développement ressources humaines,imaraq trading,casablanca,368,50,0,0,0,1,0,DATA_IA
développeur full stack ( h/f ),sdk wood,casablanca,458,64,0,0,1,1,0,IT_DEVELOPPEMENT
hr lead h/f,go rh maroc,casablanca,420,60,0,0,0,1,0,RESSOURCES_HUMAINES
analyste en certification (régime canadien),moore casablanca,casablanca,391,53,0,0,1,0,0,SPECIAL_AUTRES
ingénieur maintenance (secteur médical & paramedical),non spécifié,casablanca,396,53,0,0,1,1,0,DATA_IA
assistante administrative – spécialisée appels d’offres,non spécifié,casablanca,324,43,0,0,0,1,0,ADMINISTRATIF_SUPPORT
gestionnaire clientèle (h/f) - al hoceima & régions,attijariwafa bank,maroc,415,52,0,0,0,1,0,DATA_IA
gestionnaire clientèle (h/f) - taounate,attijariwafa bank,maroc,366,49,0,0,0,1,0,DATA_IA
gestionnaire clientèle (h/f) - fès,attijariwafa bank,fes,372,44,0,0,0,1,0,DATA_IA
conseiller clientèle (h/f) - tétouan / oued laou,attijariwafa bank,tetouan,376,53,0,0,1,1,0,SPECIAL_AUTRES
conseiller clientèle (h/f) - chaouen / jebha,attijariwafa bank,maroc,281,34,0,0,0,1,0,SPECIAL_AUTRES
operations manager,foundever (ex sitel group),casablanca,440,60,0,0,0,1,0,MANAGEMENT_DIRECTION
sales manager - outreach,al akhawayn university,maroc,400,54,0,0,0,0,0,COMMERCIAL_VENTE
full stack developer,um6p - université mohammed vi polytechnique,maroc,442,62,0,0,0,0,0,IT_DEVELOPPEMENT
opératrice de saisie & service téléphonique,interlens,casablanca,372,51,0,0,0,0,0,DATA_IA
assistante administrative,non spécifié,meknes,353,46,0,0,0,1,0,ADMINISTRATIF_SUPPORT
"responsable groupe d''agence (dakhla, guelmim)",non spécifié,maroc,371,51,0,0,0,1,0,MANAGEMENT_DIRECTION
administrateur windows n3,inetum,casablanca,523,72,0,0,0,0,1,SPECIAL_AUTRES
technicien support hispanophone,inetum,casablanca,399,55,0,0,0,1,0,PRODUCTION_INDUSTRIE
consultant senior ariba,inetum,casablanca,412,56,0,0,1,0,0,SPECIAL_AUTRES
data engineer confirmée - microsoft fabric,inetum,casablanca,362,48,0,0,1,0,0,IT_DEVELOPPEMENT
data engineer sénior - microsoft fabric,inetum,casablanca,375,51,0,0,1,0,0,IT_DEVELOPPEMENT
service delivery manager,inetum,casablanca,405,57,0,0,1,1,0,MANAGEMENT_DIRECTION
expert cloud,inetum,casablanca,348,49,0,0,1,0,1,ADMIN_SYSTEME_CLOUD
ingénieur études & travaux industriels.,orh assessment,maroc,447,65,0,0,0,1,0,INGENIERIE
responsable logistique sénior (ingénieur),cac (centrale automobile chérifienne),casablanca,456,61,0,0,1,1,0,LOGISTIQUE_TRANSPORT
auditeur interne (h/f),tmsa,tanger,446,59,0,0,1,0,0,COMPTABILITE_FINANCE
conseiller relation client (h/f) - contrat intérim,cac (centrale automobile chérifienne),casablanca,286,41,0,1,0,1,0,SPECIAL_AUTRES
commerciaux seniors it,dxc - cdg,casablanca,460,66,0,0,1,0,0,SPECIAL_AUTRES
acheteur sea - media buyer,btechnologie,rabat,320,47,0,0,1,1,0,MARKETING_COM
chef d''agence adjoint (h/f),sorec,rabat,327,49,0,1,0,1,0,MANAGEMENT_DIRECTION
media officer,al akhawayn university,maroc,436,62,0,0,0,1,0,SPECIAL_AUTRES
dean’s office assistant,al akhawayn university,maroc,468,66,0,0,0,1,0,ADMINISTRATIF_SUPPORT
technicien(ne) mécanique junior,capgemini engineering,fes,420,62,0,0,1,1,0,PRODUCTION_INDUSTRIE
technicien(ne) industriel débutant,capgemini engineering,fes,372,43,0,0,1,1,0,PRODUCTION_INDUSTRIE
ingénieur junior en supply chain,capgemini engineering,fes,368,49,0,0,1,1,0,DATA_IA
ingénieur mécatronique junior,capgemini engineering,fes,418,58,0,0,1,1,0,INGENIERIE
manager de rayon epicerie / biscuiterie,groupe label''vie - carrefour,tanger,330,45,0,0,1,1,0,DATA_IA
manager de rayon apls (autres produits libre service) - expérience en distribution exigée,groupe label''vie - carrefour,tanger,395,50,0,0,0,1,0,MANAGEMENT_DIRECTION
chef de département rh magasin,groupe label''vie - carrefour,casablanca,327,47,0,0,0,1,0,RESSOURCES_HUMAINES
service operation manager -service desk bilingue,manpower agences,casablanca,367,51,0,0,0,0,0,DATA_IA
qa specialist / engineer,cobco,maroc,390,60,0,0,0,1,0,SPECIAL_AUTRES
responsable comptabilité fournisseurs,cac (centrale automobile chérifienne),casablanca,441,60,0,0,1,1,0,DATA_IA
"jobaanbieding: customer support representative – logistics (nederlands sprekend, 100% remote)",foundever (ex sitel group),casablanca,311,39,1,0,0,0,0,DATA_IA
klantendienstmedewerker – leider in belgische telecommunicatie,foundever (ex sitel group),rabat,387,43,0,0,0,0,0,TELECOM_RESEAUX
sales manager / marché francophone,weclose,casablanca,286,41,0,0,0,0,1,COMMERCIAL_VENTE
spécialiste acquisition digitale & lead generation h/f,wow7h24,casablanca,387,52,0,0,1,0,0,SPECIAL_AUTRES
senior hr business partner,groupe addoha,casablanca,424,64,0,0,1,1,0,RESSOURCES_HUMAINES
systems analyst,cnexia tech,rabat,364,48,0,0,0,1,0,SPECIAL_AUTRES
technicien maintenance,non spécifié,casablanca,420,49,0,0,0,1,0,DATA_IA
responsable boutique (luxe),crit,casablanca,522,76,0,0,1,1,0,MANAGEMENT_DIRECTION
business support officer,um6p - université mohammed vi polytechnique,maroc,355,44,0,0,0,0,0,SPECIAL_AUTRES
f&b supervisor - shbm,um6p - université mohammed vi polytechnique,rabat,364,51,0,0,0,1,0,SPECIAL_AUTRES
chef d''agence al manzal meknes,fondation arrawaj,meknes,358,53,0,0,0,0,0,MANAGEMENT_DIRECTION
coordinatrice commerciale / assistante commerciale,non spécifié,casablanca,336,45,0,0,0,1,0,COMMERCIAL_VENTE
chargé de planification,non spécifié,casablanca,465,66,0,0,1,1,0,SPECIAL_AUTRES
chef d''agence beni mellal,fondation arrawaj,beni mellal,376,53,0,0,0,0,0,MANAGEMENT_DIRECTION
chef d''agence tinghir,fondation arrawaj,maroc,271,39,0,0,1,0,0,MANAGEMENT_DIRECTION
chef d''agence tahnaout,fondation arrawaj,maroc,416,58,0,0,0,0,0,MANAGEMENT_DIRECTION
chef d''agence klaat magouna,fondation arrawaj,maroc,374,54,0,0,0,0,0,MANAGEMENT_DIRECTION
chef d''agence imintanout,fondation arrawaj,maroc,403,53,0,0,0,0,0,MANAGEMENT_DIRECTION
chef d''agence boumalne dades,fondation arrawaj,marrakech,319,44,0,0,0,0,0,MANAGEMENT_DIRECTION
chargé de clientèle (h/f),bank assafa,maroc,400,52,0,0,0,1,0,SPECIAL_AUTRES
chef d''agence oued eddahab casablanca,fondation arrawaj,casablanca,294,39,0,0,0,0,0,MANAGEMENT_DIRECTION
chef d''agence boulevard nil casablanca,fondation arrawaj,casablanca,380,52,0,0,0,0,0,MANAGEMENT_DIRECTION
chef d''agence sala aljadida,fondation arrawaj,maroc,331,46,0,0,0,0,0,MANAGEMENT_DIRECTION
chef d''agence taza,fondation arrawaj,maroc,306,45,0,0,0,0,0,MANAGEMENT_DIRECTION
chef d''agence fes,fondation arrawaj,fes,406,55,0,0,0,0,0,MANAGEMENT_DIRECTION
chef d''équipe,non spécifié,casablanca,426,58,0,0,1,1,0,MANAGEMENT_DIRECTION
chef d''agence laayoune,fondation arrawaj,maroc,329,47,0,0,0,0,0,MANAGEMENT_DIRECTION
chef d''agence dakhla,fondation arrawaj,maroc,392,55,0,0,0,0,0,MANAGEMENT_DIRECTION
agent de contrôle qualité,non spécifié,casablanca,334,47,0,0,0,1,0,PRODUCTION_INDUSTRIE
chef d''agence mohammédia,fondation arrawaj,mohammedia,287,40,0,0,0,0,0,MANAGEMENT_DIRECTION
chef d''agence casablanca ain sbaa,fondation arrawaj,casablanca,360,51,0,0,0,0,0,DATA_IA
chef d''agence bouznika,fondation arrawaj,maroc,392,53,0,0,0,0,0,MANAGEMENT_DIRECTION
gestionnaire relation entreprises (h/f),attijariwafa bank,rabat,319,41,0,0,1,1,0,DATA_IA
nous recrutons deux infirmières de travail polyvalentes,foundever (ex sitel group),casablanca,431,62,0,0,0,1,0,DATA_IA
resource manager hispanophone,akkodis maroc,casablanca,353,48,0,0,0,0,0,MANAGEMENT_DIRECTION
key account manager (h/f),locamed,rabat,426,56,0,0,1,0,0,COMMERCIAL_VENTE
responsable de stock (h/f),locamed,rabat,524,81,0,0,0,1,0,LOGISTIQUE_TRANSPORT
finance officer,smollan morocco,casablanca,328,44,0,0,0,0,0,COMPTABILITE_FINANCE
agent de production ftth (réception d''appel),intelcia its,casablanca,406,56,0,0,0,1,0,PRODUCTION_INDUSTRIE
chargé(e) de compte (télévente b2b),intelcia its,casablanca,332,45,0,0,0,1,0,COMMERCIAL_VENTE
cadre financier -fiscaliste,bank al yousr,casablanca,332,49,0,0,0,1,0,SPECIAL_AUTRES
customs senior specialist,yazaki morocco,tanger,379,51,0,0,0,0,0,SPECIAL_AUTRES
conseiller de clientèle germanophone,dxc - cdg,sale,320,47,0,0,0,1,1,SPECIAL_AUTRES
conseiller de clientèle néerlandais,dxc - cdg,maroc,412,60,0,0,0,1,0,DATA_IA
coordinateur ordonnancement,groupe azura,agadir,404,55,0,0,0,1,0,MANAGEMENT_DIRECTION
technicien logistique import & national,groupe azura,agadir,412,59,0,0,0,1,0,LOGISTIQUE_TRANSPORT
chargé de clientèle (h/f),bank assafa,maroc,330,49,0,0,1,1,0,SPECIAL_AUTRES
¡tu oportunidad para crecer hablando español en tánger! - tanger,foundever (ex sitel group),tanger,406,56,0,0,0,0,0,SPECIAL_AUTRES
chargé de clientèle (baladia),manpower agences,meknes,335,46,0,0,1,1,1,SPECIAL_AUTRES
chargé de clientéle carré eden,manpower agences,marrakech,365,51,0,0,1,1,1,SPECIAL_AUTRES
chargé de clientéle anfa,manpower agences,casablanca,350,45,0,0,1,1,1,SPECIAL_AUTRES
stage pfe – génie industriel el jorf / el jadida,non spécifié,el jadida,338,47,0,1,0,1,0,SPECIAL_AUTRES
stage pfe – génie industriel,non spécifié,casablanca,388,51,0,1,0,1,0,SPECIAL_AUTRES
stage pfe – commercial anglophone,non spécifié,casablanca,401,52,0,1,0,1,0,COMMERCIAL_VENTE
stage pfe – commercial / business development,non spécifié,casablanca,506,70,0,1,0,1,0,COMMERCIAL_VENTE
cadre cyber sécurité,bourse de casablanca,casablanca,404,63,0,0,0,1,0,PRODUCTION_INDUSTRIE
chef de production,fairly,casablanca,480,69,0,0,0,0,0,PRODUCTION_INDUSTRIE
assistante de direction générale,crit,casablanca,407,53,0,0,1,1,0,ADMINISTRATIF_SUPPORT
chargé de portefeuille,fondation arrawaj,maroc,399,56,0,0,0,1,0,SPECIAL_AUTRES
assistant de recherche en liaison scientifique,um6p - université mohammed vi polytechnique,maroc,413,54,0,0,0,1,0,DATA_IA
infirmier d''état,atlas multiservices,casablanca,503,71,0,0,0,1,0,SANTE_MEDICAL
commercial (h/f),crit,agadir,324,46,0,0,0,1,0,COMMERCIAL_VENTE
déposez votre candidature spontanée,eca assurances,casablanca,390,45,0,0,0,0,0,SPECIAL_AUTRES
assistante sociale h/f,atlas multiservices,casablanca,358,47,0,0,0,1,0,ADMINISTRATIF_SUPPORT
charges relation client,manpower agences,casablanca,385,55,0,0,0,0,0,SPECIAL_AUTRES
adjoint(e) responsable pépinière ( international nursery),groupe azura,agadir,418,58,0,0,0,1,0,MANAGEMENT_DIRECTION
technicien support informatique (h/f),foods and goods,maroc,423,58,0,0,0,1,0,IT_DEVELOPPEMENT
contrôleur de gestion (h/f),groupe label''vie - carrefour,maroc,358,48,0,0,0,1,0,COMPTABILITE_FINANCE
manager de rayon traiteur - expérience exigée en distribution ou restauration collective,groupe label''vie - carrefour,marrakech,339,50,0,0,0,1,0,DATA_IA
manager de rayon liquide,groupe label''vie - carrefour,maroc,414,57,0,0,0,1,0,MANAGEMENT_DIRECTION
ingénieur système h/f,université internationale de rabat (uir),rabat,447,59,0,0,0,1,0,INGENIERIE
webmaster,devink,casablanca,346,52,0,0,0,1,0,IT_DEVELOPPEMENT
manager de rayon epcs (electroménager et multimédia) - expérience exigée en electroménager,groupe label''vie - carrefour,casablanca,351,43,0,0,0,1,0,MANAGEMENT_DIRECTION
manager de rayon traiteur (chef cuisinier),groupe label''vie - carrefour,maroc,315,45,0,0,0,1,0,DATA_IA
manager de rayon boucherie - expérience exigée en boucherie,groupe label''vie - carrefour,maroc,363,47,0,0,0,1,0,MANAGEMENT_DIRECTION
manager de rayon traiteur (chef cuisinier),groupe label''vie - carrefour,agadir,330,46,0,0,0,1,0,DATA_IA
responsable administratif et financier (raf),orh assessment,agadir,412,57,0,0,1,1,0,ADMINISTRATIF_SUPPORT
opportunité eca : conseillers commerciaux avec salaire fixe 5000 dhs + primes déplafonnées+transport,eca assurances,casablanca,395,57,0,1,0,0,1,DATA_IA
pilote documentation h/f,alten maroc,fes,420,58,0,0,0,1,0,SPECIAL_AUTRES
responsable transformation internationale h/f,alten maroc,rabat,401,53,0,0,0,0,0,RESSOURCES_HUMAINES
chargé(e) marketing commercial,groupe label''vie - carrefour,casablanca,356,42,0,0,0,1,0,COMMERCIAL_VENTE
agent commercial,locamed,casablanca,388,55,0,0,1,0,0,COMMERCIAL_VENTE
project management partner,um6p - université mohammed vi polytechnique,maroc,518,75,0,0,1,1,0,SPECIAL_AUTRES
management assistant,manpower agences,agadir,398,54,0,1,0,1,0,ADMINISTRATIF_SUPPORT
commercial industrie fuel,winxo,casablanca,481,70,0,0,0,1,0,COMMERCIAL_VENTE
program lead cooplab,um6p - université mohammed vi polytechnique,maroc,438,59,0,0,0,0,0,SPECIAL_AUTRES
hr specialist,manpower agences,agadir,436,61,0,0,0,0,0,RESSOURCES_HUMAINES
technicien maintenance,richbond,casablanca,357,44,0,0,1,1,0,DATA_IA
profiles néerlandophones,akkodis maroc,tanger,428,56,0,0,0,0,0,SPECIAL_AUTRES
téléconseiller,richbond,casablanca,341,43,0,0,0,1,0,COMMERCIAL_VENTE
coordinateur financier réceptions & stocks débutant en interim,manpower agences,mohammedia,363,53,0,1,1,1,0,LOGISTIQUE_TRANSPORT
chef trésorerie h/f,alh holding,casablanca,358,48,0,0,0,0,0,COMPTABILITE_FINANCE
chef de projet data,fmps  - fondation marocaine du préscolaire,rabat,314,48,0,0,0,1,0,MANAGEMENT_DIRECTION
concepteur développeur php (h/f),sofrecom maroc,casablanca,497,70,0,0,1,0,0,IT_DEVELOPPEMENT
agent de sécurité,non spécifié,casablanca,385,51,0,0,0,0,0,PRODUCTION_INDUSTRIE
commercial (h/f),devink,casablanca,399,56,0,0,1,0,0,COMMERCIAL_VENTE
assistante de direction,devink,casablanca,476,64,0,0,0,1,0,ADMINISTRATIF_SUPPORT
agent d''encaissement h/f,université internationale de rabat (uir),rabat,399,56,0,0,0,1,0,DATA_IA
chargé de clientèle - oujda et régions,bank of africa,oujda,368,55,0,0,0,1,0,SPECIAL_AUTRES
chargé de clientèle - tanger et régions,bank of africa,tanger,389,58,0,0,0,1,0,SPECIAL_AUTRES
chargé d''appui commercial - tanger et régions,bank of africa,tanger,336,47,0,0,0,1,0,COMMERCIAL_VENTE
chargé d''appui commercial - laâyoune et régions,bank of africa,maroc,358,50,0,0,0,1,0,COMMERCIAL_VENTE
chargé de clientèle - laâyoune et régions,bank of africa,maroc,409,58,0,0,0,1,0,SPECIAL_AUTRES
chargé de clientèle - agadir et régions,bank of africa,agadir,447,64,0,0,0,1,0,SPECIAL_AUTRES
chargé d''appui commercial - agadir et régions,bank of africa,agadir,338,46,0,0,0,1,0,COMMERCIAL_VENTE
chargé d''appui commercial - marrakech et régions,bank of africa,marrakech,360,51,0,0,0,1,0,COMMERCIAL_VENTE
chargé de clientèle - marrakech et régions,bank of africa,marrakech,412,60,0,0,0,1,0,SPECIAL_AUTRES
chargé d''appui commercial,bank of africa,fes,315,45,0,0,0,1,0,COMMERCIAL_VENTE
chargé de clientèle,bank of africa,fes,387,56,0,0,0,1,0,SPECIAL_AUTRES
chargé de clientèle,bank of africa,casablanca,353,48,0,0,0,1,0,SPECIAL_AUTRES
chargé d''appui commercial,bank of africa,casablanca,311,43,0,0,0,1,0,COMMERCIAL_VENTE
credit analyst bilingual (m/f),maroc climate and security (mcs) - carrier,casablanca,427,64,0,0,0,1,0,DATA_IA
data analyst h/f,alten maroc,rabat,423,59,0,0,0,0,0,DATA_IA
pilote de documentation technique tcs (diversité véhicule) h/f,alten maroc,fes,454,64,0,0,0,1,0,SPECIAL_AUTRES
web marketer,bank al yousr,casablanca,334,51,0,0,1,1,0,SPECIAL_AUTRES
ingénieur backend java/swift – secteur bancaire h/f,alten maroc,rabat,380,53,0,0,0,1,0,IT_DEVELOPPEMENT
ingénieur génie civil – conduite de chantier industriel,bab nakhil,tanger,408,58,0,0,0,1,0,BATIMENT_CONSTRUCTION
contrôleur de gestion,amanys pharma,maroc,380,52,0,0,1,1,0,COMPTABILITE_FINANCE
pharmacien(ne) chargé(e) de validation,amanys pharma,maroc,447,61,0,0,0,1,0,SANTE_MEDICAL
développeur intégration erp – talend & kinaxis rapidresponse h/f,alten maroc,fes,447,60,0,0,1,0,0,IT_DEVELOPPEMENT
analyste market intelligence,groupe label''vie - carrefour,casablanca,429,56,0,0,0,1,0,SPECIAL_AUTRES
chef de mission – expertise comptable (h/f),non spécifié,casablanca,354,47,0,0,1,0,0,COMPTABILITE_FINANCE
concepteur outillage aéronautique,akkodis maroc,tanger,387,48,0,0,1,0,0,SPECIAL_AUTRES
développeur python / sql (h/f),btechnologie,rabat,384,53,0,0,1,1,0,IT_DEVELOPPEMENT
gestionnaire administratif des marchés publics et privés,claes medical service,casablanca,439,59,0,0,0,1,0,DATA_IA
opérateur machine,non spécifié,meknes,380,47,0,0,1,1,0,PRODUCTION_INDUSTRIE
coordinatrice du service après vente,claes medical service,casablanca,448,58,0,0,0,1,0,COMMERCIAL_VENTE
tech lead php (h/f),sofrecom maroc,casablanca,409,57,0,0,0,1,0,IT_DEVELOPPEMENT
chargé de développement communication-freelance,akkodis maroc,tanger,407,55,0,1,0,1,0,DATA_IA
stagiaire pfe -manager de rayon-,groupe label''vie - carrefour,maroc,270,34,0,0,0,1,0,DATA_IA
directrice de crèche,fmps  - fondation marocaine du préscolaire,casablanca,423,60,0,0,0,1,0,SPECIAL_AUTRES
infographiste,fmps  - fondation marocaine du préscolaire,rabat,388,55,0,1,1,1,0,SPECIAL_AUTRES
responsable développement rh,fmps  - fondation marocaine du préscolaire,rabat,440,67,0,0,0,1,0,RESSOURCES_HUMAINES
chef de division rémunération et paie,fmps  - fondation marocaine du préscolaire,rabat,378,60,0,0,0,1,1,DATA_IA
ingénieur fibre offre sur mesure,btechnologie,rabat,291,42,0,0,0,1,0,INGENIERIE
testeur automatisation - confirmé (h/f),btechnologie,rabat,372,51,0,0,1,1,0,SPECIAL_AUTRES
consultant juridique junior affaires judiciaires (h/f),attijariwafa bank,casablanca,368,53,0,0,1,1,0,DATA_IA
gestionnaire clientèle (h/f),attijariwafa bank,rabat,439,56,0,0,0,1,0,DATA_IA
digital marketing specialist (h/f),maroc climate and security (mcs) - carrier,casablanca,315,45,0,0,0,1,0,IT_DEVELOPPEMENT
chargé(e) trade marketing,groupe label''vie - carrefour,casablanca,368,50,0,0,0,1,0,MARKETING_COM
attaché commercial ( sidi bernoussi ),manpower agences,casablanca,303,44,0,0,0,1,0,COMMERCIAL_VENTE
