title_clean,company_clean,location_clean,desc_length,word_count,is_remote,has_contract_info,has_experience_info,has_education_info,has_salary_info,balanced_category
coordinateur(trice) import (h/f),foods and goods,bouskoura (maroc),428,58,0,0,0,1,0,AUTRE
dutch-nederlandstalige agenten,econocom maroc,sala al jadida (maroc),261,32,0,0,0,0,0,AUTRE
chargé(e) de relation client - crc,obk technologies auditec,casablanca,294,41,0,0,0,0,0,AUTRE
gestionnaire de paie (h/f),crit,casablanca,305,41,0,0,1,1,0,AUTRE
assistant trésorerie en intérim,manpower agences,casablanca,320,44,0,0,0,0,0,ADMINISTRATIF
product owner (h/ f),non spécifié,casablanca,400,57,0,0,0,1,0,AUTRE
lead business analyst (h/ f),non spécifié,casablanca,374,51,0,0,1,0,0,AUTRE
business analyst - asset management (h/f),non spécifié,casablanca,409,57,0,0,0,0,0,AUTRE
pmo (h/f),non spécifié,casablanca,369,52,0,0,0,1,0,AUTRE
business analyst in claims management (h/ f),non spécifié,casablanca,379,50,0,0,0,0,0,AUTRE
test lead (h/ f),non spécifié,casablanca,436,62,0,0,0,0,0,AUTRE
designer fonctionnel senior – domaine assurance & inventaires (h/f),non spécifié,casablanca,431,60,0,0,1,1,0,IT_DEVELOPPEMENT
technicien de maintenance,plastima,casablanca,433,53,0,0,1,0,0,PRODUCTION_INDUSTRIE
"chef de département epcs (electroménager, pc, son)",groupe label'vie - carrefour,marrakech,365,53,0,0,0,1,0,MANAGEMENT
assistante marketing & contenu digital,imaraq trading,casablanca,438,59,0,0,0,1,0,MARKETING_COM
administrateur réseaux,eca assurances,casablanca,360,49,0,0,0,1,0,AUTRE
nous recrutons des télévendeurs en émission d'appels sur notre site à yaacoub el mansour,foundever (ex sitel group),casablanca,318,43,0,1,0,1,0,COMMERCIAL_VENTE
adjoint(e) au directeur des soins et de l’hygiène hospitalière,huir - l'hôpital universitaire international de rabat,rabat,424,55,0,0,0,1,0,MANAGEMENT
vendeur (se),jardin majorelle,marrakech,376,52,0,0,0,1,0,COMMERCIAL_VENTE
caissier,jardin majorelle,marrakech,350,47,0,0,0,1,0,AUTRE
responsable administratif(ve),jardin majorelle,marrakech,407,54,0,0,0,1,0,ADMINISTRATIF
responsable contrôle de gestion,jardin majorelle,marrakech,360,47,0,0,0,1,0,MANAGEMENT
responsable achats et approvisionnement,jardin majorelle,marrakech,374,47,0,0,0,1,0,MANAGEMENT
agents helpdesk italophones,akkodis maroc,tanger,443,62,0,0,0,0,0,AUTRE
agents helpdesk hispanophones,akkodis maroc,tanger,392,46,0,0,0,0,0,AUTRE
attaché commercial (sidi bernoussi),manpower agences,casablanca,323,44,0,0,0,1,0,COMMERCIAL_VENTE
hpc system administrator,um6p - université mohammed vi polytechnique,benguerir (maroc),398,48,0,0,0,0,0,AUTRE
agent logistique ( conduire chariot élévateur),manpower agences,casablanca,327,41,0,0,0,0,0,LOGISTIQUE_TRANSPORT
conseiller client (f/h) - télévente - agadir - français,concentrix,agadir,358,47,0,0,0,0,0,AUTRE
conseiller client (f/h) - service client - agadir - hispano – franco/anglo -prime de bienvenue 1000 dh-,concentrix,agadir,392,52,0,0,0,0,0,AUTRE
conseiller client (f/h) - service client - agadir,concentrix,agadir,292,38,0,0,0,0,0,AUTRE
conseiller client (f/h) - service client - agadir - allemand / anglais,concentrix,agadir,329,45,0,0,0,0,0,AUTRE
conseiller client (f/h) – expert télévente fai - agadir - français,concentrix,agadir,349,45,0,0,0,0,0,AUTRE
conseiller client (f/h) - télévente - marrakech - français,concentrix,marrakech,312,41,0,0,0,0,0,AUTRE
conseiller client (f/h) - service client - marrakech - français / anglais,concentrix,marrakech,382,51,0,0,0,0,0,AUTRE
conseiller client (f/h) - service client - marrakech - espagnol,concentrix,marrakech,440,57,0,0,0,0,0,AUTRE
conseiller client (f/h) - service client - marrakech - français,concentrix,marrakech,365,53,0,0,0,0,0,AUTRE
conseiller client (f/h) - service client - marrakech - allemand,concentrix,marrakech,353,47,0,0,0,0,0,AUTRE
conseiller client (f/h) - service client - meknès - français / anglais,concentrix,meknès (maroc),400,55,0,0,0,0,0,AUTRE
it helpdesk hispanophone,akkodis maroc,tanger,400,51,0,0,0,0,0,AUTRE
lead dev laravel,fairly,casablanca,410,60,0,0,0,0,0,IT_DEVELOPPEMENT
motion designer & infographiste,fairly,casablanca,417,58,0,0,0,0,0,AUTRE
chargé de marketing digital (h/f),fairly,casablanca,418,65,0,0,0,0,0,MARKETING_COM
webmaster,fairly,casablanca,360,52,0,0,0,1,0,IT_DEVELOPPEMENT
chef de produit cac assurances (h/f),cac (centrale automobile chérifienne),casablanca,394,54,0,0,0,1,0,MANAGEMENT
stagiaires ict-pfe 2025,akkodis maroc,casablanca,355,53,0,0,0,0,0,IT_DEVELOPPEMENT
stagiaires rh/recrutement/finance/achat -pfe 2025 (casablanca & tanger),akkodis maroc,casablanca,296,40,0,0,0,0,0,RESSOURCES_HUMAINES
b2 - certifying engineer,air arabia,casablanca,306,47,0,0,0,1,0,AUTRE
assistant(es) administratif(ves),akkodis maroc,tanger,415,55,0,0,0,1,0,ADMINISTRATIF
ingénieur chargé de gestion de stock (ain harrouda),cac (centrale automobile chérifienne),ain harrouda (maroc),426,68,0,0,0,1,0,INGENIERIE
data scientist angolphone (h/f),dxc - cdg,rabat,336,47,0,0,1,1,0,DATA_IA
logistics expert,non spécifié,larache (maroc),394,55,0,0,0,1,0,AUTRE
stagiaire people & culture,cnexia,rabat,388,59,0,1,0,0,0,AUTRE
conseiller commercial automobile,non spécifié,plusieurs villes (maroc),372,51,0,0,0,0,0,COMMERCIAL_VENTE
chargé de recrutement h/f,tersea,casablanca,314,45,0,0,0,1,0,AUTRE
data scientist angolphone (h/f),dxc - cdg,rabat,424,58,0,0,0,1,0,DATA_IA
commercial b2c – énergie (appels sortants),sqwad - study call,france (france),407,55,1,0,0,0,1,COMMERCIAL_VENTE
assistant(e) achats et logistique,devink,casablanca,434,57,0,0,1,1,0,LOGISTIQUE_TRANSPORT
agent back office bpo,manpower agences,casablanca,285,46,0,0,0,1,0,AUTRE
manager h/f,mcdonald's maroc,rabat,323,49,0,0,0,1,0,MANAGEMENT
responsable commercial trucks,m-automotiv,casablanca,412,53,0,0,0,0,0,COMMERCIAL_VENTE
conseiller client (f/h) – télévente – meknès – francophone,concentrix,meknès (maroc),325,47,0,0,0,0,0,AUTRE
conseiller client (h/f) - back office -meknès - francophone,concentrix,meknès (maroc),362,51,0,0,0,1,0,AUTRE
conseiller client (f/h) - technique -fès - francophone,concentrix,fès,366,46,0,0,0,0,0,AUTRE
conseiller client (f/h) - back office -fès - français,concentrix,fès,284,39,0,0,0,1,0,AUTRE
conseiller client (f/h) - télévente - fès - francophone,concentrix,fès,344,49,0,0,0,0,1,AUTRE
conseiller client (f/h) - service client - fès - francophone,concentrix,fès,398,55,0,0,0,0,0,AUTRE
conseiller client (f/h) - service client - kénitra - français,concentrix,kenitra,370,50,0,0,0,0,0,AUTRE
conseiller client (f/h) - télévente - kénitra - français,concentrix,kenitra,339,45,0,0,0,0,1,AUTRE
conseiller client (f/h) - télévente b2b- rabat - français,concentrix,rabat,375,51,0,0,0,0,1,AUTRE
conseiller client (f/h) - service client - rabat - français,concentrix,rabat,336,44,0,0,0,0,0,AUTRE
conseiller client (f/h) - service client - salé - français,concentrix,salé,359,50,0,0,0,0,0,AUTRE
conseiller client (f/h) - télévente - rabat - français,concentrix,rabat,354,46,0,0,0,0,0,AUTRE
conseiller client (f/h) - télévente - salé - français,concentrix,salé,394,51,0,0,0,0,1,AUTRE
conseiller client (f/h) - service client- rabat - français/anglais,concentrix,rabat,424,59,0,0,0,0,0,AUTRE
architect expert en observabilité (h/ f),non spécifié,rabat,458,57,0,0,0,0,0,AUTRE
aircraft technician – base maintenance,emirates airlines,dubai (maroc),418,58,0,0,0,0,0,PRODUCTION_INDUSTRIE
concepteur développeur .net (f/h),sofrecom maroc,rabat,425,56,0,0,0,0,0,IT_DEVELOPPEMENT
agent support commercial,manpower agences,mohammedia,409,59,0,0,0,1,0,COMMERCIAL_VENTE
testeur informatique anglophone (h/f),axa services maroc,salé,395,60,0,0,0,0,0,AUTRE
responsable parc manutention,imacab,casablanca,353,46,0,0,0,1,0,MANAGEMENT
spécialiste paie (expertise france),foundever (ex sitel group),rabat,342,51,0,0,0,0,0,AUTRE
chargé(e) de communication & digital,arcol,casablanca,374,48,0,0,1,1,0,AUTRE
ingénieur maintenance spécialité fluides h/f,huir - l'hôpital universitaire international de rabat,rabat,495,67,0,0,0,0,0,PRODUCTION_INDUSTRIE
animateur hse,best biscuits maroc,had soualem (maroc),345,51,0,0,0,1,0,AUTRE
comptable senior multinationale à salé technopolis,axa services maroc,salé,381,50,0,0,1,1,0,COMPTABILITE_FINANCE
responsable taxes et réglementation de change,vinci energies afrique de l'ouest,casablanca,480,71,0,0,0,0,0,MANAGEMENT
klantendienstmedewerker – leider in belgische telecommunicatie,foundever (ex sitel group),rabat,383,43,0,0,0,0,0,AUTRE
remote qa-analist – logistiek,foundever (ex sitel group),casablanca,282,33,1,0,0,0,0,AUTRE
responsable activité consulting,hp search,casablanca,415,60,0,0,0,0,0,MANAGEMENT
hr generalist,domino hr morocco,nador (maroc),394,55,0,0,0,1,0,AUTRE
infographiste graphic designer (f),imaraq trading,casablanca,469,61,0,0,1,0,0,AUTRE
expert systèmes et virtualisation (f/h),sofrecom maroc,technopolis (maroc),435,57,0,0,0,1,0,AUTRE
stage assistant (e) ingénieur travaux/chef de projet (rémunéré),cac (centrale automobile chérifienne),casablanca,388,51,0,1,0,1,0,ADMINISTRATIF
architect entreprise (f/h),sofrecom maroc,rabat,439,61,0,0,0,0,0,AUTRE
manager en expertise comptable,moore casablanca,casablanca,273,35,0,0,0,1,0,COMPTABILITE_FINANCE
chef de projet cloud infrastructure ( f/h),sofrecom maroc,rabat,454,62,0,0,0,0,0,MANAGEMENT
chargé d'assistance,royale marocaine d'assurance,casablanca,329,44,0,0,0,1,0,AUTRE
responsable réseau commercial – secteur pétrolier,non spécifié,casablanca,432,58,0,1,0,0,0,COMMERCIAL_VENTE
stagiaires (f/h),sofrecom maroc,casablanca,371,48,0,1,0,0,0,IT_DEVELOPPEMENT
stagiaire rattaché(e) à la direction des ressources humaines,fmps  - fondation marocaine du préscolaire,rabat,369,50,0,1,0,1,0,RESSOURCES_HUMAINES
chargé de la communication commerciale,bank assafa,casablanca,450,64,0,0,0,1,0,COMMERCIAL_VENTE
responsable qualité opérationnel laboratoire,groupe azura,agadir,408,56,0,0,0,1,0,MANAGEMENT
commercial grand comptes- equipements médicaux,claes medical service,casablanca,411,55,0,0,0,1,0,COMMERCIAL_VENTE
stagiaire assistant(e) en programmation musicale (h/f),hit radio,rabat,416,57,0,0,0,0,0,ADMINISTRATIF
commercial terrain (nador),manpower agences,"nador, oriental, maroc (maroc)",318,42,0,0,0,1,0,COMMERCIAL_VENTE
comptable (h/f),sorec,rabat,378,56,0,0,0,1,0,COMPTABILITE_FINANCE
commercial terran b2b ( temara ),manpower agences,rabat,392,56,0,0,0,1,0,COMMERCIAL_VENTE
ingénieur chargé de sites (h/f),sorec,rabat,395,56,0,0,0,0,0,INGENIERIE
commercial terrain b2b casablanca,manpower agences,casablanca,307,43,0,0,0,1,0,COMMERCIAL_VENTE
commercial terrain b2b,manpower agences,"laâyoune, laâyoune-sakia el hamra, maroc (maroc)",366,51,0,0,0,1,1,COMMERCIAL_VENTE
commercial terrain b2b (oujda),manpower agences,oujda et périphérie (maroc),318,42,0,0,0,1,0,COMMERCIAL_VENTE
finance & credit manager (automobile/véhicules utilitaires),xcdm maroc,casablanca,408,56,0,0,1,1,0,MANAGEMENT
commercial terrain b2b,manpower agences,oujda et périphérie (maroc),324,47,0,0,0,0,1,COMMERCIAL_VENTE
directeur après-vente (automobile/véhicules utilitaires),xcdm maroc,casablanca,438,60,0,0,0,0,0,MANAGEMENT
commercial terrain b2b (tanger),manpower agences,tanger,350,48,0,0,0,1,0,COMMERCIAL_VENTE
commercial terrain ( kenitra ),manpower agences,kenitra,321,43,0,0,0,1,0,COMMERCIAL_VENTE
sales closer – haut niveau francophone,weclose,casablanca,288,41,0,0,0,0,0,COMMERCIAL_VENTE
sales closer senior – marché francophone,weclose,casablanca,436,61,0,0,1,0,0,COMMERCIAL_VENTE
closer commercial francophone,weclose,casablanca,349,50,0,0,0,0,0,COMMERCIAL_VENTE
technicien laboratoire aqf,groupe azura,agadir,390,55,0,0,0,1,0,PRODUCTION_INDUSTRIE
risk management specialist,pwc,casablanca,563,70,0,0,0,1,0,AUTRE
chef d'agence,fondation arrawaj,mohammedia,413,56,0,0,0,0,0,AUTRE
chef d'agence,fondation arrawaj,driouech (maroc),405,62,0,0,0,0,0,AUTRE
ingénieur sécurité (f/h),sofrecom maroc,rabat,402,52,0,0,0,1,0,INGENIERIE
chef d'agence,fondation arrawaj,casablanca,327,49,0,0,0,0,0,AUTRE
chef d'agence,fondation arrawaj,rabat,404,52,0,0,0,0,0,AUTRE
chargé de portefeuille,fondation arrawaj,nador (maroc),353,48,0,0,0,1,0,AUTRE
chargé de portefeuille,fondation arrawaj,el jadida (maroc),371,49,0,0,0,1,0,AUTRE
responsable de production,arcol,casablanca,416,58,0,0,0,1,0,PRODUCTION_INDUSTRIE
comptable senior,obk technologies auditec,casablanca,425,56,0,0,1,1,0,COMPTABILITE_FINANCE
accounting officer,atozma services,casablanca,365,48,0,0,0,1,0,AUTRE
business developer closer – expert(e) du closing commercial,weclose,casablanca,379,55,0,0,0,0,0,IT_DEVELOPPEMENT
business developer – spécialiste du closing (weclose),weclose,casablanca,321,46,0,0,0,0,0,IT_DEVELOPPEMENT
business developer senior – expert du closing commercial,weclose,casablanca,369,52,0,0,1,0,0,IT_DEVELOPPEMENT
commercial(e) inside sales – full closing,weclose,casablanca,318,42,0,0,0,0,0,COMMERCIAL_VENTE
equipier polyvalent,palais jamaï,fès,334,42,0,0,0,0,0,AUTRE
femme / valet de chambre,palais jamaï,fès,353,53,0,0,0,0,0,AUTRE
chargé paie,palais jamaï,fès,433,64,0,0,1,1,1,AUTRE
comptable,stop distribution,casablanca,422,54,0,0,1,0,0,COMPTABILITE_FINANCE
remote qa-analist – logistiek,foundever (ex sitel group),casablanca,360,45,1,0,0,0,0,AUTRE
ingénieur système linux,sofrecom maroc,technopolis (maroc),391,52,0,0,1,0,0,INGENIERIE
consultant crm,intelcia its,casablanca,403,57,0,0,1,0,0,AUTRE
comptable junior (h/f),pwc,casablanca,415,53,0,0,1,1,0,COMPTABILITE_FINANCE
comptable confirmé (h/f),pwc,casablanca,302,44,0,0,0,1,0,COMPTABILITE_FINANCE
agent de trésorerie (h/f),pwc,casablanca,321,45,0,0,0,1,0,AUTRE
coordinator of the um6p international student office,um6p - université mohammed vi polytechnique,benguerir (maroc),495,55,0,0,0,1,0,AUTRE
développeurs um6p student affairs,um6p - université mohammed vi polytechnique,benguerir (maroc),406,51,0,0,0,1,0,IT_DEVELOPPEMENT
bibliothécaire,non spécifié,salé,402,50,0,0,0,1,0,AUTRE
project manager,um6p - université mohammed vi polytechnique,benguerir (maroc),472,69,0,0,1,1,0,MANAGEMENT
responsable du budget - (h/f),huir - l'hôpital universitaire international de rabat,rabat,423,58,0,0,1,0,0,MANAGEMENT
manager de rayon epicerie / biscuiterie,groupe label'vie - carrefour,tanger,387,55,0,0,0,1,0,MANAGEMENT
directeur administratif et financier (h/f),non spécifié,casablanca,448,66,0,0,0,1,0,ADMINISTRATIF
chef de culture,groupe azura,dakhla (maroc),436,68,0,0,0,1,0,MANAGEMENT
ingenieur(e) production,manpower agences,casablanca,452,61,0,0,1,0,0,IT_DEVELOPPEMENT
commercial - chargé d'affaire,distamed sarl,casablanca,449,60,0,0,0,1,0,COMMERCIAL_VENTE
responsable maintenance,best biscuits maroc,had soualem (maroc),416,51,0,0,1,0,0,PRODUCTION_INDUSTRIE
vendeur / commercial grossistes,lesieur cristal,casablanca,462,60,0,0,0,0,0,COMMERCIAL_VENTE
stagiaire en recrutement,mcdonald's maroc,casablanca,390,49,0,0,0,1,0,AUTRE
manager h/f,mcdonald's maroc,rabat,418,60,0,0,0,1,0,MANAGEMENT
conseiller commercial en assurance (auto / décennale),zenassur,kenitra,363,46,0,0,0,0,0,COMMERCIAL_VENTE
gestionnaire clientèle (h/f),attijariwafa bank,casablanca,417,51,0,0,0,1,0,AUTRE
klantendienstmedewerker – leider in belgische telecommunicatie,foundever (ex sitel group),rabat,333,44,0,0,0,0,0,AUTRE
"jobaanbieding: customer support representative – logistics (nederlands sprekend, 100% remote)",foundever (ex sitel group),casablanca,367,49,1,0,0,0,0,AUTRE
directeur administratif et financier ( automobile),non spécifié,meknès (maroc),436,57,0,0,0,1,0,ADMINISTRATIF
people operations,cnexia,rabat,304,46,0,0,0,1,0,AUTRE
stage pré-embauche - chargé(e) de recrutement,alten maroc,rabat,350,44,0,1,0,1,0,AUTRE
laborantin,lesieur cristal,casablanca,331,45,0,0,0,1,0,AUTRE
technicien simulateur,atlas multiservices,casablanca,426,52,0,0,0,1,0,PRODUCTION_INDUSTRIE
ingénieur intégration / eai (h/f),huir - l'hôpital universitaire international de rabat,rabat,388,53,0,0,0,0,0,INGENIERIE
chargé clientèle ( fés),manpower agences,fès,317,42,0,0,0,1,1,AUTRE
senior ai engineer,alten maroc,rabat,371,55,0,0,1,0,0,IT_DEVELOPPEMENT
ingénieur devops (f/h),sofrecom maroc,technopolis (maroc),379,50,0,0,0,0,0,IT_DEVELOPPEMENT
stagiaire pfe – epm oracle,afd.tech,rabat,332,43,0,0,0,1,0,AUTRE
directeur général - hôtel 5 étoiles,non spécifié,tanger,418,58,0,0,1,0,0,MANAGEMENT
responsable valeurs & bien-être,non spécifié,nouaceur (maroc),391,52,0,0,0,0,0,MANAGEMENT
chargé de portefeuille,fondation arrawaj,casablanca,392,57,0,0,0,1,0,AUTRE
agent technique back office (automobile),cac (centrale automobile chérifienne),casablanca,335,46,0,0,0,1,0,AUTRE
stages,groupe addoha,casablanca,334,50,0,1,0,0,0,AUTRE
collaborateur magasin - part time contract - rabat,ikea maroc,rabat,422,56,0,0,0,1,0,AUTRE
assistante administrative,hp search,casablanca,365,47,0,0,0,1,0,ADMINISTRATIF
chargé de formation junior (h/f),crit,casablanca,373,50,0,0,1,1,0,AUTRE
support technique imprimantes hp - hp printer - customer support,sol30,casablanca,331,48,0,0,0,0,0,AUTRE
communication coordinator,um6p - université mohammed vi polytechnique,benguerir (maroc),532,67,0,0,0,1,0,AUTRE
support it desk neerlandophone,bouygues construction it,casablanca,507,68,0,0,0,1,0,AUTRE
attaché(e) de direction et coordination senior,xcdm maroc,marrakech,368,49,0,0,1,1,0,AUTRE
comptable,non spécifié,casablanca,413,60,0,0,0,1,0,COMPTABILITE_FINANCE
systems administrator,cnexia tech,sala al jadida (maroc),395,50,0,0,1,0,0,AUTRE
gestionnaire des flux et stocks (h-f),sorec,salé,459,68,0,0,0,1,0,AUTRE
responsable souscription et recouvrement,cat assurance et réassurance,casablanca,359,48,0,0,0,1,0,MANAGEMENT
responsable souscription et recouvrement,cat assurance et réassurance,casablanca,378,54,0,0,0,1,0,MANAGEMENT
commercial automobile,crit,casablanca,340,48,0,0,1,1,0,COMMERCIAL_VENTE
chargé(e) d’opérations remdoc import/export (h/f),attijariwafa bank,casablanca,387,47,0,0,0,1,0,AUTRE
chargé(e) d’opérations crédoc import/export (h/f),attijariwafa bank,casablanca,477,59,0,0,0,1,0,AUTRE
talent acquisition,pwc,casablanca,349,47,0,0,1,1,0,RESSOURCES_HUMAINES
chargé (e) d’insertion,leet initiative,safi (maroc),386,48,0,0,0,0,0,AUTRE
chargé du marketing digital (h/f),sorec,rabat,383,52,0,0,0,1,0,MARKETING_COM
chargé(e) de recrutement et d’intégration,foundever (ex sitel group),casablanca,443,58,0,0,0,1,0,AUTRE
comptable junior - maarif,atlas capital,casablanca,323,44,0,0,1,1,0,COMPTABILITE_FINANCE
conseiller commercial en métier de la vente,unifitel,casablanca,331,43,0,0,0,1,0,COMMERCIAL_VENTE
hrbp generalist,foundever (ex sitel group),casablanca,490,74,0,0,0,0,0,AUTRE
hrpb manager,foundever (ex sitel group),casablanca,411,59,0,0,0,1,0,MANAGEMENT
réalisateur (h/f),sorec,rabat,474,64,0,0,0,1,0,AUTRE
chargé de portefeuille,fondation arrawaj,tanger,373,53,0,0,0,1,0,AUTRE
responsable compliance et éthique,groupe label'vie - carrefour,skhirat (maroc),460,64,0,0,0,0,0,MANAGEMENT
responsable centre commercial,groupe label'vie - carrefour,casablanca,392,52,0,0,0,1,0,COMMERCIAL_VENTE
chef de département exploitation multisite,groupe label'vie - carrefour,casablanca,418,54,0,0,0,1,0,MANAGEMENT
responsable ventes grand compte (h/f),cac (centrale automobile chérifienne),casablanca,377,49,0,0,0,1,0,MANAGEMENT
conseiller(e) commercial(e) immobilier - casablanca,imaraq trading,casablanca,417,54,0,0,0,1,0,COMMERCIAL_VENTE
technico-commercial terrain - secteur bâtiment / distribution (h/f),imaraq trading,casablanca,366,47,0,0,0,1,0,COMMERCIAL_VENTE
vendeuse dans une chocolaterie (f),imaraq trading,casablanca,396,56,0,0,1,1,0,AUTRE
chargé(e) du développement ressources humaines,imaraq trading,casablanca,368,50,0,0,0,1,0,RESSOURCES_HUMAINES
développeur full stack ( h/f ),sdk wood,casablanca,458,64,0,0,1,1,0,IT_DEVELOPPEMENT
hr lead h/f,go rh maroc,casablanca,420,60,0,0,0,1,0,AUTRE
analyste en certification (régime canadien),moore casablanca,casablanca,391,53,0,0,0,0,0,AUTRE
ingénieur maintenance (secteur médical & paramedical),non spécifié,casablanca,396,53,0,0,0,0,0,PRODUCTION_INDUSTRIE
assistante administrative – spécialisée appels d’offres,non spécifié,casablanca,324,43,0,0,0,1,0,ADMINISTRATIF
gestionnaire clientèle (h/f) - al hoceima & régions,attijariwafa bank,al hoceima (maroc),415,52,0,0,0,1,0,AUTRE
gestionnaire clientèle (h/f) - taounate,attijariwafa bank,taounate (maroc),366,49,0,0,0,1,0,AUTRE
gestionnaire clientèle (h/f) - fès,attijariwafa bank,fès,372,44,0,0,0,1,0,AUTRE
conseiller clientèle (h/f) - tétouan / oued laou,attijariwafa bank,tétouan,376,53,0,0,0,1,0,AUTRE
conseiller clientèle (h/f) - chaouen / jebha,attijariwafa bank,chefchaouen (maroc),281,34,0,0,0,1,0,AUTRE
operations manager,foundever (ex sitel group),rabat,440,60,0,0,0,1,0,MANAGEMENT
sales manager - outreach,al akhawayn university,ifrane (maroc),400,54,0,0,0,0,0,COMMERCIAL_VENTE
full stack developer,um6p - université mohammed vi polytechnique,benguerir (maroc),442,62,0,0,0,0,0,IT_DEVELOPPEMENT
opératrice de saisie & service téléphonique,interlens,casablanca,372,51,0,0,0,0,0,AUTRE
assistante administrative,non spécifié,meknès (maroc),353,46,0,0,0,1,0,ADMINISTRATIF
"responsable groupe d'agence (dakhla, guelmim)",non spécifié,dakhla (maroc),371,51,0,0,0,1,0,MANAGEMENT
administrateur windows n3,inetum,casablanca,523,72,0,0,0,0,1,AUTRE
technicien support hispanophone,inetum,casablanca,399,55,0,0,0,1,0,PRODUCTION_INDUSTRIE
consultant senior ariba,inetum,casablanca,412,56,0,0,1,0,0,AUTRE
data engineer confirmée - microsoft fabric,inetum,casablanca,362,48,0,0,0,0,0,AUTRE
data engineer sénior - microsoft fabric,inetum,casablanca,375,51,0,0,1,0,0,AUTRE
service delivery manager,inetum,casablanca,405,57,0,0,1,1,0,MANAGEMENT
expert cloud,inetum,casablanca,348,49,0,0,0,0,0,AUTRE
ingénieur études & travaux industriels.,orh assessment,dakhla (maroc),447,65,0,0,0,0,0,INGENIERIE
responsable logistique sénior (ingénieur),cac (centrale automobile chérifienne),casablanca,456,61,0,0,1,1,0,LOGISTIQUE_TRANSPORT
auditeur interne (h/f),tmsa,tanger,446,59,0,0,1,0,0,COMPTABILITE_FINANCE
conseiller relation client (h/f) - contrat intérim,cac (centrale automobile chérifienne),casablanca,286,41,0,0,0,1,0,AUTRE
commerciaux seniors it,dxc - cdg,casablanca,460,66,0,0,1,0,0,AUTRE
acheteur sea - media buyer,btechnologie,rabat,320,47,0,0,0,1,0,LOGISTIQUE_TRANSPORT
chef d'agence adjoint (h/f),sorec,rabat,327,49,0,0,0,1,0,AUTRE
media officer,al akhawayn university,ifrane (maroc),436,62,0,0,0,1,0,AUTRE
dean’s office assistant,al akhawayn university,ifrane (maroc),468,66,0,0,0,1,0,ADMINISTRATIF
technicien(ne) mécanique junior,capgemini engineering,fès,420,62,0,0,1,1,0,PRODUCTION_INDUSTRIE
technicien(ne) industriel débutant,capgemini engineering,fès,372,43,0,0,1,1,0,PRODUCTION_INDUSTRIE
ingénieur junior en supply chain,capgemini engineering,fès,368,49,0,0,1,1,0,LOGISTIQUE_TRANSPORT
ingénieur mécatronique junior,capgemini engineering,fès,418,58,0,0,1,1,0,INGENIERIE
manager de rayon epicerie / biscuiterie,groupe label'vie - carrefour,tanger,330,45,0,0,1,1,0,MANAGEMENT
manager de rayon apls (autres produits libre service) - expérience en distribution exigée,groupe label'vie - carrefour,tanger,395,50,0,0,0,1,0,MANAGEMENT
chef de département rh magasin,groupe label'vie - carrefour,casablanca,327,47,0,0,0,1,0,RESSOURCES_HUMAINES
service operation manager -service desk bilingue,manpower agences,casablanca,367,51,0,0,0,0,0,MANAGEMENT
qa specialist / engineer,cobco,jorf lasfar / region of eljadida (maroc),390,60,0,0,0,0,0,AUTRE
responsable comptabilité fournisseurs,cac (centrale automobile chérifienne),casablanca,441,60,0,0,1,1,0,COMPTABILITE_FINANCE
"jobaanbieding: customer support representative – logistics (nederlands sprekend, 100% remote)",foundever (ex sitel group),casablanca,311,39,1,0,0,0,0,AUTRE
klantendienstmedewerker – leider in belgische telecommunicatie,foundever (ex sitel group),rabat,387,43,0,0,0,0,0,AUTRE
sales manager / marché francophone,weclose,casablanca,286,41,0,0,0,0,1,COMMERCIAL_VENTE
spécialiste acquisition digitale & lead generation h/f,wow7h24,casablanca,387,52,0,0,0,0,0,AUTRE
senior hr business partner,groupe addoha,casablanca,424,64,0,0,1,1,0,AUTRE
systems analyst,cnexia tech,rabat,364,48,0,0,0,1,0,AUTRE
technicien maintenance,non spécifié,casablanca,420,49,0,0,0,1,0,PRODUCTION_INDUSTRIE
responsable boutique (luxe),crit,casablanca,522,76,0,0,0,1,0,MANAGEMENT
business support officer,um6p - université mohammed vi polytechnique,benguerir (maroc),355,44,0,0,0,0,0,AUTRE
f&b supervisor - shbm,um6p - université mohammed vi polytechnique,rabat,364,51,0,0,0,1,0,AUTRE
chef d'agence al manzal meknes,fondation arrawaj,meknès (maroc),358,53,0,0,0,0,0,AUTRE
coordinatrice commerciale / assistante commerciale,non spécifié,casablanca,336,45,0,0,0,1,0,COMMERCIAL_VENTE
chargé de planification,non spécifié,casablanca,465,66,0,0,1,1,0,AUTRE
chef d'agence beni mellal,fondation arrawaj,béni mellal (maroc),376,53,0,0,0,0,0,AUTRE
chef d'agence tinghir,fondation arrawaj,tinghir (maroc),271,39,0,0,0,0,0,AUTRE
chef d'agence tahnaout,fondation arrawaj,tahnaout (maroc),416,58,0,0,0,0,0,AUTRE
chef d'agence klaat magouna,fondation arrawaj,kalaat magouna (maroc),374,54,0,0,0,0,0,AUTRE
chef d'agence imintanout,fondation arrawaj,imintanoute (maroc),403,53,0,0,0,0,0,AUTRE
chef d'agence boumalne dades,fondation arrawaj,marrakech,319,44,0,0,0,0,0,AUTRE
chargé de clientèle (h/f),bank assafa,berrechid (maroc),400,52,0,0,0,1,0,AUTRE
chef d'agence oued eddahab casablanca,fondation arrawaj,casablanca,294,39,0,0,0,0,0,AUTRE
