title_clean,company_clean,location_clean,description_clean,desc_length,title_length,word_count,source,link
management assistant,manpower agences,agadir (maroc),"catégorie: 
manpower recrute un(e) management assistant pour une société internationale spécialisée dans la production de semences. vous assisterez les directeurs dans leurs missions quotidiennes, organiserez des réunions et gérerez les déplacements. bac+3 minimum, une expérience en assistance de direction et une maîtrise du français et de l''anglais sont requises pour ce poste en cdi.",398,20,54,Rekrute,https://www.rekrute.com/offre-emploi-management-assistant-recrutement-manpower-agences-agadir-177675.html
commercial industrie fuel,winxo,casablanca (maroc),"catégorie: 
winxo recrute un(e) commercial industrie fuel pour développer les ventes de carburants auprès de clients industriels et confrères au maroc. sous la supervision du directeur industrie et gaz, vous serez responsable de l''augmentation des ventes, de la prospection de nouveaux clients et de la fidélisation du portefeuille existant. profil bac+4 en gestion commerciale, âgé(e) de 25 à 30 ans, avec un sens commercial développé et une voiture personnelle exigée.",481,25,70,Rekrute,https://www.rekrute.com/offre-emploi-commercial-industrie-fuel-recrutement-winxo-casablanca-177676.html
program lead cooplab,um6p - université mohammed vi polytechnique,benguerir (maroc),"catégorie: 
mohammed vi polytechnic university recherche un(e) program lead pour le cooplab à benguerir. ce poste stratégique implique le pilotage de la vision, des projets et des partenariats pour le développement coopératif et durable. le candidat idéal possède plus de 10 ans d''expérience en gestion de projets complexes, d''excellentes compétences linguistiques (arabe, français, anglais) et une forte orientation résultats.",438,20,59,Rekrute,https://www.rekrute.com/offre-emploi-program-lead-cooplab-recrutement-um6p---universite-mohammed-vi-polytechnique-benguerir-177669.html
hr specialist,manpower agences,agadir (maroc),"catégorie: 
rejoignez notre client, leader dans la production de semences à agadir, en tant que hr specialist anglophone. vos responsabilités incluront la gestion complète du recrutement, l''administration du personnel, et le développement des compétences. vous justifiez d''au moins 2 ans d''expérience en tant que généraliste rh, avec une excellente maîtrise de l''anglais et une bonne connaissance du droit du travail marocain.",436,13,61,Rekrute,https://www.rekrute.com/offre-emploi-hr-specialist-recrutement-manpower-agences-agadir-177674.html
technicien maintenance,richbond,casablanca (maroc),"catégorie: 
groupe richbond recherche un technicien maintenance expérimenté pour assurer la maintenance corrective et préventive des machines industrielles. vous possédez un bts/dts en électromécanique/maintenance industrielle et au moins 5 ans d''expérience. rejoignez notre leader du secteur pour garantir le bon fonctionnement de nos équipements.",357,22,44,Rekrute,https://www.rekrute.com/offre-emploi-technicien-maintenance-recrutement-richbond-casablanca-177672.html
profiles néerlandophones,akkodis maroc,tanger (maroc),"catégorie: 
akkodis recherche des profils néerlandophones pour des postes clés incluant sourcing, recrutement, assistanat opérationnel et gestion client. ce rôle central nécessite une maîtrise du néerlandais (natif ou c1/c2), de solides compétences organisationnelles et relationnelles, ainsi qu''une aisance avec les outils digitaux. rejoignez une équipe dynamique dans un leader mondial de l''ingénierie et de la r&d.",428,25,56,Rekrute,https://www.rekrute.com/offre-emploi-profiles-neerlandophones-recrutement-akkodis-maroc-tanger-177671.html
téléconseiller,richbond,casablanca (maroc),"catégorie: 
groupe richbond recrute un téléconseiller pour contribuer au développement du chiffre d''affaires et assurer la satisfaction client. vos missions incluent l''accueil téléphonique, le conseil client, la vente additionnelle et l''enregistrement des commandes. un bac+2 en commerce et une expérience commerciale sont souhaités.",341,16,43,Rekrute,https://www.rekrute.com/offre-emploi-teleconseiller-recrutement-richbond-casablanca-177670.html
coordinateur financier réceptions & stocks débutant en interim,manpower agences,mohammédia (maroc),"catégorie: 
manpower group recrute un coordinateur financier réceptions & stocks débutant en intérim à mohammedia. ce poste clé implique le suivi et la validation des réceptions de marchandises, la gestion des stocks et le traitement des anomalies. profil recherché : bac+3 en gestion/finance, minimum 2 ans d''expérience en gestion de stocks, et rigueur.",363,64,53,Rekrute,https://www.rekrute.com/offre-emploi-coordinateur-financier-receptions-stocks-debutant-en-interim-recrutement-manpower-agences-mohammedia-177667.html
chef trésorerie h/f,alh holding,casablanca (maroc),"catégorie: 
chef trésorerie h/f recherché par le groupe alh, acteur majeur du développement économique au maroc. responsable de la gestion des liquidités, de l''analyse des positions bancaires, du financement des besoins et de la relation bancaire. expérience significative en trésorerie d''entreprise et bonne maîtrise des systèmes fiscaux requises.",358,20,48,Rekrute,https://www.rekrute.com/offre-emploi-chef-tresorerie-hf-recrutement-alh-holding-casablanca-176780.html
chef de projet data,fmps  - fondation marocaine du préscolaire,rabat (maroc),"catégorie: 
la fondation marocaine du préscolaire recherche un chef de projet data à rabat. vous serez responsable de la collecte, structuration, nettoyage et exploitation des données pour améliorer la prise de décision. un diplôme bac+5 et au moins 3 ans d''expérience en data, bi ou analytics sont requis.",314,19,48,Rekrute,https://www.rekrute.com/offre-emploi-chef-de-projet-data-recrutement-fmps---fondation-marocaine-du-prescolaire-rabat-177665.html
concepteur développeur php (h/f),sofrecom maroc,casablanca (maroc),"catégorie: 
sofrecom, filiale du groupe orange, recrute un concepteur développeur php (h/f) expérimenté pour rejoindre la direction disu d''orange france. vos missions incluront la conception logicielle (bdd, ihm, batch, api), le codage, les tests, le support aux recettes, la maintenance applicative et la rédaction de documentation technique. vous devrez maîtriser le développement orienté objet php, symfony, les api rest, sql, ainsi que des outils comme git et des méthodologies agile.",497,33,70,Rekrute,https://www.rekrute.com/offre-emploi-concepteur-developpeur-php-hf-recrutement-sofrecom-maroc-casablanca-176849.html
agent de sécurité,non spécifié,casablanca (maroc),"catégorie: lancer 4k
grande entreprise de distribution recherche un agent de sécurité pour assurer la protection des biens et des personnes. vos missions incluent la surveillance, le contrôle des installations de sécurité et l''application stricte des consignes qhsse. profil recherché : vigilance, notions en matériel de surveillance, secourisme et bonnes conditions physiques.",385,19,51,Rekrute,https://www.rekrute.com/offre-emploi-agent-de-securite-recrutement-confidentiel-casablanca-177664.html
commercial (h/f),devink,casablanca (maroc),"catégorie: 
nous recrutons un commercial (h/f) pour notre entreprise leader dans la distribution de solutions informatiques au maroc. vous serez responsable de la prospection, du développement de portefeuille clients b2b, de la négociation et du suivi des contrats. une formation supérieure et une première expérience commerciale, ou une grande motivation en tant que débutant, sont requises.",399,16,56,Rekrute,https://www.rekrute.com/offre-emploi-commercial-hf-recrutement-devink-casablanca-177663.html
assistante de direction,devink,casablanca (maroc),"catégorie: 
nous recrutons une assistante de direction dynamique et organisée à casablanca pour un rôle clé dans une entreprise leader en solutions informatiques. vos missions incluront la gestion des agendas, la préparation de documents, la communication et le support administratif général à la direction. profil recherché : bac +2 minimum, 1 à 3 ans d''expérience, excellentes compétences organisationnelles, relationnelles et maîtrise des outils bureautiques.",476,23,64,Rekrute,https://www.rekrute.com/offre-emploi-assistante-de-direction-recrutement-devink-casablanca-177662.html
agent d''encaissement h/f,université internationale de rabat (uir),rabat (maroc),"catégorie: 
l''université internationale de rabat recherche un agent d''encaissement h/f pour gérer les paiements des étudiants, assurer le suivi des opérations de caisse et informer les usagers. le poste requiert un bac+2, une expérience en gestion de caisse, des notions en comptabilité et une excellente maîtrise du français. rigoureux et organisé, vous intégrerez une équipe dynamique.",399,24,56,Rekrute,https://www.rekrute.com/offre-emploi-agent-dencaissement-hf-recrutement-universite-internationale-de-rabat-uir-rabat-177661.html
chargé de clientèle - oujda et régions,bank of africa,oujda (maroc),"catégorie: 
bank of africa recrute un chargé de clientèle à oujda. vous serez responsable du conseil, de la fidélisation et du développement d''un portefeuille clients, en proposant et vendant la gamme de produits et services. formation bac+5 et 2 ans d''expérience minimum requis, avec un sens commercial développé, de l''aisance relationnelle et de la rigueur.",368,41,55,Rekrute,https://www.rekrute.com/offre-emploi-charge-de-clientele---oujda-et-regions-recrutement-bank-of-africa-oujda-177659.html
chargé de clientèle - tanger et régions,bank of africa,tanger (maroc),"catégorie: 
bank of africa recrute un chargé de clientèle à tanger et régions. votre mission sera de conseiller, fidéliser et développer un portefeuille clients en proposant et vendant la gamme de produits et services. vous devez avoir une formation commerciale/financière (bac+5) et au moins 2 ans d''expérience, avec un sens commercial développé, de l''écoute et de la rigueur.",389,42,58,Rekrute,https://www.rekrute.com/offre-emploi-charge-de-clientele---tanger-et-regions-recrutement-bank-of-africa-tanger-177658.html
chargé d''appui commercial - tanger et régions,bank of africa,tanger (maroc),"catégorie: 
bank of africa recherche un chargé d''appui commercial à tanger et régions. vos missions incluront le traitement des opérations de guichet, la proposition et vente de produits bancaires aux clients grand public, ainsi que leur orientation. formation bac+2/3 (commerciale, économie, gestion) et sens de l''accueil requis.",336,47,47,Rekrute,https://www.rekrute.com/offre-emploi-charge-dappui-commercial---tanger-et-regions-recrutement-bank-of-africa-tanger-177657.html
chargé d''appui commercial - laâyoune et régions,bank of africa,laâyoune (maroc),"catégorie: 
bank of africa recherche un chargé d''appui commercial à laâyoune et régions. vos missions incluent le traitement des opérations de guichet, la vente de produits monétiques et bancassurances, et l''orientation des clients. formation bac+2/3 (commerciale, économie, gestion) requise, avec un sens de l''accueil, de l''écoute et de la rigueur.",358,50,50,Rekrute,https://www.rekrute.com/offre-emploi-charge-dappui-commercial---laayoune-et-regions-recrutement-bank-of-africa-laayoune-177656.html
chargé de clientèle - laâyoune et régions,bank of africa,laâyoune (maroc),"catégorie: 
bank of africa recrute un chargé de clientèle pour ses agences à laâyoune et régions. le poste implique le conseil, la fidélisation et le développement d''un portefeuille clients, ainsi que la promotion des produits et services bancaires. profil recherché : bac+5 en commerce/finance, avec 2 ans d''expérience minimum, un sens commercial développé et de bonnes capacités relationnelles.",409,45,58,Rekrute,https://www.rekrute.com/offre-emploi-charge-de-clientele---laayoune-et-regions-recrutement-bank-of-africa-laayoune-177655.html
chargé de clientèle - agadir et régions,bank of africa,agadir (maroc),"catégorie: 
bank of africa recherche un chargé de clientèle à agadir et régions. vos missions principales incluent le conseil, la fidélisation et le développement d''un portefeuille clients, ainsi que la vente de produits et services bancaires. vous devez posséder une formation commerciale ou financière (bac+5) et au moins 2 ans d''expérience dans un poste similaire, avec un excellent sens commercial et des compétences relationnelles.",447,42,64,Rekrute,https://www.rekrute.com/offre-emploi-charge-de-clientele---agadir-et-regions-recrutement-bank-of-africa-agadir-177654.html
chargé d''appui commercial - agadir et régions,bank of africa,agadir (maroc),"catégorie: 
chargé d''appui commercial à agadir (bank of africa). vos missions : exécution des opérations de guichet, proposition et vente de produits bancaires et d''assurance aux clients grand public. formation bac+2/3 (commerciale, économie, gestion) avec ou sans expérience. sens de l''accueil, rigueur et capacité à conseiller.",338,47,46,Rekrute,https://www.rekrute.com/offre-emploi-charge-dappui-commercial---agadir-et-regions-recrutement-bank-of-africa-agadir-177653.html
chargé d''appui commercial - marrakech et régions,bank of africa,marrakech (maroc),"catégorie: 
bank of africa recherche un chargé d''appui commercial à marrakech. vos missions incluront le traitement des opérations de guichet, la proposition et vente de produits bancaires et d''assurance aux clients, et leur orientation. formation bac+2/3, avec ou sans expérience. qualités requises : sens de l''accueil, rigueur, et capacité de conseil.",360,50,51,Rekrute,https://www.rekrute.com/offre-emploi-charge-dappui-commercial---marrakech-et-regions-recrutement-bank-of-africa-marrakech-177652.html
chargé de clientèle - marrakech et régions,bank of africa,marrakech (maroc),"catégorie: 
bank of africa recherche un chargé de clientèle pour marrakech et ses régions. vos missions incluront le conseil, la fidélisation et le développement de portefeuilles clients, ainsi que la vente de produits et services bancaires. vous justifiez d''une formation commerciale/financière bac+5 et d''au moins 2 ans d''expérience, avec un fort sens commercial et une capacité à gérer les risques.",412,45,60,Rekrute,https://www.rekrute.com/offre-emploi-charge-de-clientele---marrakech-et-regions-recrutement-bank-of-africa-marrakech-177651.html
chargé d''appui commercial,bank of africa,fès (maroc),"catégorie: 
rejoignez bank of africa en tant que chargé d''appui commercial. vos missions incluront le traitement des opérations de guichet et la proposition de produits bancaires aux clients. formation bac+2/3 requise, avec ou sans expérience. sens de l''accueil, rigueur et capacité de conseil sont essentiels.",315,26,45,Rekrute,https://www.rekrute.com/offre-emploi-charge-dappui-commercial-recrutement-bank-of-africa-fes-177650.html
chargé de clientèle,bank of africa,fès (maroc),"catégorie: 
bank of africa recrute un chargé de clientèle pour gérer et développer un portefeuille clients. le poste implique le conseil, la vente de produits bancaires, la planification commerciale et la gestion des risques. profil recherché : bac+5 en commerce/finance, 2 ans d''expérience minimum, avec un fort sens commercial, de bonnes capacités relationnelles et de rigueur.",387,21,56,Rekrute,https://www.rekrute.com/offre-emploi-charge-de-clientele-recrutement-bank-of-africa-fes-177649.html
chargé de clientèle,bank of africa,casablanca (maroc),"catégorie: 
bank of africa recherche un chargé de clientèle pour gérer, conseiller et développer un portefeuille clients. le poste implique la vente de produits bancaires, la planification commerciale et la gestion des risques. profil : bac+5 commercial/financier avec 2 ans d''expérience minimum, sens commercial, aisance relationnelle et rigueur.",353,21,48,Rekrute,https://www.rekrute.com/offre-emploi-charge-de-clientele-recrutement-bank-of-africa-casablanca-177648.html
chargé d''appui commercial,bank of africa,casablanca (maroc),"catégorie: 
rejoignez bank of africa en tant que chargé d''appui commercial (h/f). vos missions incluent le traitement des opérations de guichet et la proposition de produits bancaires. formation bac+2/3 requise, avec ou sans expérience. sens de l''accueil, rigueur et capacités commerciales sont essentiels.",311,26,43,Rekrute,https://www.rekrute.com/offre-emploi-charge-dappui-commercial-recrutement-bank-of-africa-casablanca-177647.html
credit analyst bilingual (m/f),maroc climate and security (mcs) - carrier,casablanca (maroc),"catégorie: 
mcs, filiale de carrier, recherche un analyste crédit bilingue (h/f) pour analyser les commandes en suspens, évaluer les risques clients et définir les limites de crédit. le candidat idéal possède 1 à 3 ans d''expérience en gestion de crédit, une licence en finance ou domaine connexe, et une maîtrise d''excel. vous communiquerez efficacement avec les parties prenantes et gérerez les risques de crédit.",427,30,64,Rekrute,https://www.rekrute.com/offre-emploi-credit-analyst-bilingual-mf-recrutement-maroc-climate-and-security-mcs---carrier-casablanca-177645.html
data analyst h/f,alten maroc,rabat (maroc),"catégorie: 
alten maroc recherche un data analyst h/f pour contribuer au développement et à l''amélioration des rapports et analyses de données dans l''environnement sourcing. vous analyserez les besoins des clients internes, réaliserez des analyses exploratoires et ciblées, et collaborerez avec les équipes techniques. une expérience obligatoire de 2 ans minimum avec tableau et un niveau d''anglais c1 sont requis.",423,16,59,Rekrute,https://www.rekrute.com/offre-emploi-data-analyst-hf-recrutement-alten-maroc-rabat-177643.html
pilote de documentation technique tcs (diversité véhicule) h/f,alten maroc,fès (maroc),"catégorie: 
alten maroc recherche un pilote de documentation technique tcs (h/f) pour gérer la mise à jour du tcs de projets automobiles. ce rôle clé implique l''analyse des évolutions, la gestion des besoins métiers et réglementaires, et la communication avec diverses équipes. titulaire d''un bac+5 en génie industriel ou mécanique, vous possédez une expérience en maquette numérique, documentation technique, et une maîtrise du français.",454,64,64,Rekrute,https://www.rekrute.com/offre-emploi-pilote-de-documentation-technique-tcs-diversite-vehicule-hf-recrutement-alten-maroc-fes-177641.html
web marketer,bank al yousr,casablanca (maroc),"catégorie: 
bank al yousr recherche un web marketer expérimenté (bac+5, 3 ans min.) pour booster sa présence en ligne. vos missions incluront le développement de stratégies seo/sem, la gestion des réseaux sociaux et de campagnes emailing. si vous avez des compétences en analyse de données et en marketing digital, postulez !",334,12,51,Rekrute,https://www.rekrute.com/offre-emploi-web-marketer-recrutement-bank-al-yousr-casablanca-177640.html
ingénieur backend java/swift – secteur bancaire h/f,alten maroc,rabat (maroc),"catégorie: 
alten maroc recherche un ingénieur backend java/swift pour un projet dans le secteur bancaire à casablanca. vos missions incluent le développement java, l''intégration d''api rest et la gestion des transactions swift. vous avez 4-8 ans d''expérience, maîtrisez spring/spring boot, les api rest et les transactions swift, avec une excellente maîtrise de l''anglais.",380,54,53,Rekrute,https://www.rekrute.com/offre-emploi-ingenieur-backend-javaswift-secteur-bancaire-hf-recrutement-alten-maroc-rabat-177639.html
ingénieur génie civil – conduite de chantier industriel,bab nakhil,tanger – zone franche (maroc),"catégorie: 
ingénieur génie civil – conduite de chantier industriel recherché par bab nakhil au maroc. vous assurerez la planification, le suivi et la coordination des travaux sur des chantiers industriels, en garantissant le respect des délais, coûts, qualité et sécurité. profil : ingénieur génie civil avec minimum 5 ans d''expérience dans la conduite de chantiers industriels ou logistiques.",408,59,58,Rekrute,https://www.rekrute.com/offre-emploi-ingenieur-genie-civil-conduite-de-chantier-industriel-recrutement-bab-nakhil-tanger-zone-franche-177078.html
contrôleur de gestion,amanys pharma,ain aouda (maroc),"catégorie: 
amanys pharma recherche un contrôleur de gestion expérimenté pour rejoindre son équipe. vous participerez à l''optimisation des ressources financières, au conseil stratégique et à l''amélioration des processus. un bac+5 en finance/contrôle de gestion et 3 ans d''expérience minimum sont requis, avec une maîtrise du français, de l''anglais et des outils erp.",380,22,52,Rekrute,https://www.rekrute.com/offre-emploi-controleur-de-gestion-recrutement-amanys-pharma-ain-aouda-177638.html
pharmacien(ne) chargé(e) de validation,amanys pharma,ain aouda (maroc),"catégorie: 
amanys pharma recherche un(e) pharmacien(ne) chargé(e) de validation à aïn el aouda. vos missions incluent la planification, l''organisation et le suivi des validations process et la vérification de la qualification des équipements. le poste requiert un bac +4/5 scientifique, une expérience d''au moins 2 ans en secteur pharmaceutique, une bonne connaissance des bpf et de solides compétences analytiques et communicationnelles.",447,39,61,Rekrute,https://www.rekrute.com/offre-emploi-pharmacienne-chargee-de-validation-recrutement-amanys-pharma-ain-aouda-177637.html
développeur intégration erp – talend & kinaxis rapidresponse h/f,alten maroc,fès (maroc),"catégorie: 
développeur intégration erp (h/f) chez alten maroc recherche un expert talend & kinaxis rapidresponse pour la configuration, le développement et la maintenance des flux de données. le poste requiert une maîtrise de talend esb/data integration, une bonne connaissance sap erp/s/4hana, une expérience avec kinaxis, et des compétences en méthodologies agile. minimum 5 ans d''expérience en intégration erp/etl sont nécessaires.",447,68,60,Rekrute,https://www.rekrute.com/offre-emploi-developpeur-integration-erp-talend-kinaxis-rapidresponse-hf-recrutement-alten-maroc-fes-177254.html
analyste market intelligence,groupe label''vie - carrefour,casablanca (maroc),"catégorie: 
rejoignez-nous en tant qu''analyste market intelligence pour suivre les tendances du marché, analyser la performance et réaliser des analyses géomarketing. vous utiliserez des techniques d''économétrie et de recherche opérationnelle pour synthétiser des données complexes. le poste requiert un diplôme d''école de commerce ou d''ingénieur avec 1 à 3 ans d''expérience en analyse quantitative et statistiques.",429,28,56,Rekrute,https://www.rekrute.com/offre-emploi-analyste-market-intelligence-recrutement-groupe-labelvie---carrefour-casablanca-177636.html
chef de mission – expertise comptable (h/f),non spécifié,casablanca (maroc),"catégorie: lancer 4k
cabinet d''expertise comptable international à casablanca recrute un chef de mission (h/f). vous gérerez un portefeuille de pme internationales, assurerez la production comptable et fiscale, et accompagnerez les clients dans leur optimisation. expérience de 5 ans minimum en cabinet et connaissance des normes marocaines requises.",354,45,47,Rekrute,https://www.rekrute.com/offre-emploi-chef-de-mission-expertise-comptable-hf-recrutement-confidentiel-casablanca-177097.html
concepteur outillage aéronautique,akkodis maroc,tanger (maroc),"catégorie: 
akkodis recherche un concepteur outillage aéronautique expérimenté (2-5 ans) pour réaliser des études et conceptions d''outillages variés (dépose/pose, mise en position, manutention). le poste requiert une formation en mécanique, une connaissance de la mécano-soudure et de la tôlerie, ainsi qu''une expérience dans l''aéronautique et des contraintes industrielles.",387,34,48,Rekrute,https://www.rekrute.com/offre-emploi-concepteur-outillage-aeronautique-recrutement-akkodis-maroc-tanger-177633.html
développeur python / sql (h/f),btechnologie,rabat (maroc),"catégorie: 
nous recrutons un développeur python / sql (h/f) expérimenté (2-5 ans) à rabat pour développer, optimiser et maintenir des applications et pipelines data. le poste requiert une excellente maîtrise de python, sql, et pandas, ainsi qu''un diplôme bac+5 en informatique ou domaine connexe. rejoignez notre centre d''excellence btechnologie pour des projets d''envergure.",384,31,53,Rekrute,https://www.rekrute.com/offre-emploi-developpeur-python-sql-hf-recrutement-btechnologie-rabat-177632.html
gestionnaire administratif des marchés publics et privés,claes medical service,casablanca (maroc),"catégorie: 
claes medical service, leader dans la distribution d''équipements médicaux au maroc, recrute un gestionnaire administratif des marchés publics et privés. ce poste implique la gestion administrative, le suivi opérationnel et financier des marchés, ainsi que leur clôture. profil recherché : bac +4 avec minimum 3 ans d''expérience, idéalement dans le secteur médical, et une maîtrise des relations publiques/privées.",439,58,59,Rekrute,https://www.rekrute.com/offre-emploi-gestionnaire-administratif-des-marches-publics-et-prives-recrutement-claes-medical-service-casablanca-177630.html
opérateur machine,non spécifié,meknès (maroc),"catégorie: lancer 4k
opérateur machine recherché par un groupe industriel national. vos missions incluront le fonctionnement, l''approvisionnement, le réglage et le contrôle qualité des machines, ainsi que la maintenance de premier niveau. formation possible pour débutants motivés, diplôme en fabrication mécanique souhaité. rigueur et sens des responsabilités requis.",380,18,47,Rekrute,https://www.rekrute.com/offre-emploi-operateur-machine-recrutement-confidentiel-meknes-177629.html
coordinatrice du service après vente,claes medical service,casablanca (maroc),"catégorie: 
claes médical service, leader dans la distribution d''équipements médicaux au maroc, recrute une coordinatrice du service après-vente. vos responsabilités incluront la supervision de la réception, la planification des installations, la gestion des réclamations clients et le suivi des interventions techniques. vous possédez une formation scientifique supérieure (bac+3) et une expérience dans un poste similaire est un atout.",448,37,58,Rekrute,https://www.rekrute.com/offre-emploi-coordinatrice-du-service-apres-vente-recrutement-claes-medical-service-casablanca-177628.html
tech lead php (h/f),sofrecom maroc,casablanca (maroc),"catégorie: 
sofrecom recherche un tech lead php (h/f) pour son centre de service international. vous assurerez la livraison fonctionnelle, la conception technique, la qualité du code et accompagnerez votre équipe dans un environnement agile. le poste requiert une formation bac+5, une maîtrise approfondie de php (v7+), symfony (v6+) et des pratiques devops, ainsi qu''une excellente aisance relationnelle.",409,19,57,Rekrute,https://www.rekrute.com/offre-emploi-tech-lead-php-hf-recrutement-sofrecom-maroc-casablanca-177627.html
chargé de développement communication-freelance,akkodis maroc,tanger (maroc),"catégorie: 
akkodis recherche un chargé de développement communication en freelance pour gérer la publication d''articles, les tableaux de bord web, les newsletters internes, le montage vidéo et la création d''infographies. le candidat idéal possède des compétences en microsoft 365, sarbacane, google analytics, design graphique, montage vidéo, et maîtrise le français et l''anglais à bon niveau.",407,49,55,Rekrute,https://www.rekrute.com/offre-emploi-charge-de-developpement-communication-freelance-recrutement-akkodis-maroc-tanger-177626.html
stagiaire pfe -manager de rayon-,groupe label''vie - carrefour,tout le maroc (maroc),"catégorie: 
stagiaire pfe recherché pour gérer un rayon (alimentaire, textile, électroménager, etc.) en grande distribution. vous assurerez la rentabilité, le développement du chiffre d''affaires, et le respect de la politique commerciale. formation bac+5 requise.",270,32,34,Rekrute,https://www.rekrute.com/offre-emploi-stagiaire-pfe--manager-de-rayon--recrutement-groupe-labelvie---carrefour-tout-le-maroc-177625.html
directrice de crèche,fmps  - fondation marocaine du préscolaire,casablanca (maroc),"catégorie: 
la fondation marocaine du préscolaire recrute une directrice de crèche pour superviser la gestion opérationnelle, pédagogique et le management d''une crèche. vous assurerez l''éveil des enfants, la gestion du personnel et des relations avec les familles. un diplôme bac +5 et une expérience significative en direction de crèche sont requis, ainsi que de solides compétences en leadership et pédagogie.",423,21,60,Rekrute,https://www.rekrute.com/offre-emploi-directrice-de-creche-recrutement-fmps---fondation-marocaine-du-prescolaire-casablanca-177624.html
infographiste,fmps  - fondation marocaine du préscolaire,rabat (maroc),"catégorie: 
infographiste recherché par la fondation marocaine du préscolaire à rabat pour un cdd d''un an. vous êtes responsable de la conception graphique et visuelle pour les supports pédagogiques, en utilisant des logiciels de design. un bac+2 minimum en infographie et une expérience confirmée sont requis, avec une excellente maîtrise de photoshop, illustrator, et indesign.",388,13,55,Rekrute,https://www.rekrute.com/offre-emploi-infographiste-recrutement-fmps---fondation-marocaine-du-prescolaire-rabat-177623.html
responsable développement rh,fmps  - fondation marocaine du préscolaire,rabat (maroc),"catégorie: 
la fondation marocaine du préscolaire recrute un responsable développement rh. ce poste clé, basé à [location - if specified, otherwise omit], implique la supervision du recrutement, de la mobilité interne, de la gestion des carrières et de l''évaluation des compétences. le candidat idéal justifie d''un bac+5 minimum et de 5 ans d''expérience en rh, avec une maîtrise des sirh et des techniques de gestion de projet.",440,29,67,Rekrute,https://www.rekrute.com/offre-emploi-responsable-developpement-rh-recrutement-fmps---fondation-marocaine-du-prescolaire-rabat-177622.html
chef de division rémunération et paie,fmps  - fondation marocaine du préscolaire,rabat (maroc),"catégorie: 
la fondation marocaine du préscolaire recherche un(e) chef de division rémunération et paie pour piloter sa politique de rémunération et superviser la gestion de la masse salariale. le poste exige un bac+5 et au moins 5 ans d''expérience en gestion de la rémunération et de la paie, avec une maîtrise des outils rh et des techniques de pilotage budgétaire.",378,39,60,Rekrute,https://www.rekrute.com/offre-emploi-chef-de-division-remuneration-et-paie-recrutement-fmps---fondation-marocaine-du-prescolaire-rabat-177621.html
ingénieur fibre offre sur mesure,btechnologie,rabat (maroc),"catégorie: 
ingénieur fibre offre sur mesure à rabat pour le déploiement de la fibre optique fttx. vous réaliserez des pré-études, des chiffrages sur excel, et modéliserez des tracés avec qgis. bac+5 en télécommunications avec maîtrise des solutions fibre, qgis, et excel requis.",291,33,42,Rekrute,https://www.rekrute.com/offre-emploi-ingenieur-fibre-offre-sur-mesure-recrutement-btechnologie-rabat-177324.html
testeur automatisation - confirmé (h/f),btechnologie,rabat (maroc),"catégorie: 
rejoignez btechnologie à rabat en tant que testeur automatisation confirmé (h/f). vous automatiserez les tests avec robot framework et karate, concevrez des scripts, exécuterez des tests, et analyserez les résultats pour identifier les anomalies api/backend. ce poste requiert une aisance avec les tests automatisés backend, une rigueur et une autonomie.",372,40,51,Rekrute,https://www.rekrute.com/offre-emploi-testeur-automatisation---confirme-hf-recrutement-btechnologie-rabat-177153.html
consultant juridique junior affaires judiciaires (h/f),attijariwafa bank,casablanca (maroc),"catégorie: 
consultant juridique junior affaires judiciaires (h/f) recherché par le groupe attijariwafa bank. vous serez en charge du conseil juridique, de la gestion des contentieux et des réclamations, ainsi que de la représentation de la banque. formation bac+5 en droit, maîtrise du français et de l''arabe, et compétences en gestion de contentieux requises.",368,54,53,Rekrute,https://www.rekrute.com/offre-emploi-consultant-juridique-junior-affaires-judiciaires-hf-recrutement-attijariwafa-bank-casablanca-177620.html
gestionnaire clientèle (h/f),attijariwafa bank,"rabat, salé, témara (maroc)","catégorie: 
groupe attijariwafa bank recherche des gestionnaires clientèles (h/f) pour développer son activité. vos missions incluront l''accueil et l''orientation des clients, la gestion des opérations bancaires courantes, le développement de portefeuilles clients et la commercialisation de produits bancaires. vous avez une formation bac+2/bac+3 en économie, finance ou commerce et faites preuve de dynamisme et d''esprit d''équipe.",439,29,56,Rekrute,https://www.rekrute.com/offre-emploi-gestionnaire-clientele-hf-recrutement-attijariwafa-bank-rabat-sale-temara-176844.html
digital marketing specialist (h/f),maroc climate and security (mcs) - carrier,casablanca (maroc),"catégorie: 
mcs recherche un spécialiste marketing digital (h/f) pour intégrer du contenu dans le cms (sdl, migration vers adobe eds/aem prévue), gérer la mise en page, l''arborescence, et le référencement des sites. profil bac +3/5 avec maîtrise des cms, connaissances html/seo, et anglais courant exigées.",315,34,45,Rekrute,https://www.rekrute.com/offre-emploi-digital-marketing-specialist-hf-recrutement-maroc-climate-and-security-mcs---carrier-casablanca-177618.html
chargé(e) trade marketing,groupe label''vie - carrefour,casablanca (maroc),"catégorie: 
nous recherchons un(e) chargé(e) trade marketing pour développer et exécuter des plans marketing, assurer les promotions en point de vente et analyser les performances. vous possédez un bac+3/5, 2-3 ans d''expérience en trade marketing et d''excellentes compétences en communication et analyse. rejoignez notre équipe pour optimiser nos stratégies !",368,26,50,Rekrute,https://www.rekrute.com/offre-emploi-chargee-trade-marketing-recrutement-groupe-labelvie---carrefour-casablanca-177617.html
